text_id,text,tox,tox_rate,response,tox_type,phrases,phrase_types,lex,lex_counts,Pos
940,"Пиздец смешно, АААХАХ-аа а.. мда, куда катится этот сраный мир. На самом деле нихера смешного, борьба говна с мочой блядь","Пиздец смешно, АААХАХ-аа а.. мда, куда катится этот сраный мир. На самом деле нихера смешного, борьба говна с мочой блядь",5,post: animate,general_insult,куда катится этот сраный мир.,direct,сраный,1,A
940,"Пиздец смешно, АААХАХ-аа а.. мда, куда катится этот сраный мир. На самом деле нихера смешного, борьба говна с мочой блядь","Пиздец смешно, АААХАХ-аа а.. мда, куда катится этот сраный мир. На самом деле нихера смешного, борьба говна с мочой блядь",5,post: animate,general_insult,"На самом деле нихера смешного,",direct,нихера,1,S
940,"Пиздец смешно, АААХАХ-аа а.. мда, куда катится этот сраный мир. На самом деле нихера смешного, борьба говна с мочой блядь","Пиздец смешно, АААХАХ-аа а.. мда, куда катится этот сраный мир. На самом деле нихера смешного, борьба говна с мочой блядь",5,post: animate,general_insult,борьба говна с мочой блядь,indirect,блядь,1,S
941,"Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними","Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними",8,post: animate,general_insult,"Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу",indirect,ахуенное,3,A
941,"Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними","Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними",8,post: animate,general_insult,"Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу",indirect,пиздаболов,3,S
941,"Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними","Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними",8,post: animate,general_insult,"Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу",indirect,залупу,3,S
941,"Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними","Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними",8,post: animate,general_insult,"эти пиздаболов ,",direct,пиздаболов,1,S
941,"Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними","Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними",8,post: animate,general_insult,вернули какую то залупу,direct,залупу,1,S
941,"Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними","Самое ахуенное , что эти пиздаболов , прямо писали что если пост наберёт лайки, то вернут минусы, а вернули какую то залупу . Ну хуй с ними",8,post: animate,general_insult,Ну хуй с ними,direct,хуй,1,S
942,Пользуясь случаем хочу послать нех.р всех модераторов и руководящий состав сайта!,Пользуясь случаем хочу послать нех.р всех модераторов и руководящий состав сайта!,5,post: animate,general_insult,послать нех.р всех модераторов и руководящий состав сайта!,direct,нех.р,1,S
943,"О том что ты узнал про Пашу Техника против своей воли я тоже узнал против своей воли, так что иди нахуй","О том что ты узнал про Пашу Техника против своей воли я тоже узнал против своей воли, так что иди нахуй",7,author,general_insult,иди нахуй,direct,нахуй,1,ADV
944,"Да идите вы нахуй со своим техником, заебали","Да идите вы нахуй со своим техником, заебали",8,author,general_insult,"Да идите вы нахуй со своим техником, заебали",direct,нахуй,2,ADV
944,"Да идите вы нахуй со своим техником, заебали","Да идите вы нахуй со своим техником, заебали",8,author,general_insult,"Да идите вы нахуй со своим техником, заебали",direct,заебали,2,V
945,"Комменты удаляют. Похоже админ маджахед, е..учий","Комменты удаляют. Похоже админ маджахед, е..учий",8,author,general_insult,"админ маджахед, е..учий",direct,е..учий,1,S
946,А почему за малочисленность что то должны давать? Черные ебут систему по выплатам и не более.,А почему за малочисленность что то должны давать? Черные ебут систему по выплатам и не более.,7,post: animate,hate_speech: nationality,Черные ебут систему,direct,ебут,1,V
947,"Дебил , блять . Неужели не понимал что на его необдуманные действия обязательно будет ожидаемая реакция.","Дебил , блять . Неужели не понимал что на его необдуманные действия обязательно будет ожидаемая реакция.",7,post: animate,general_insult,"Дебил , блять .",direct,дебил,2,S
947,"Дебил , блять . Неужели не понимал что на его необдуманные действия обязательно будет ожидаемая реакция.","Дебил , блять . Неужели не понимал что на его необдуманные действия обязательно будет ожидаемая реакция.",7,post: animate,general_insult,"Дебил , блять .",direct,блять,2,V
948,"Вся суть чурок , когда прижмëт, сразу Слава роду русскому","Вся суть чурок , когда прижмëт, сразу Слава роду русскому",5,post: animate,hate_speech: nationality,"Вся суть чурок , когда прижмëт, сразу Слава роду русскому",indirect,чурок,1,S
948,"Вся суть чурок , когда прижмëт, сразу Слава роду русскому","Вся суть чурок , когда прижмëт, сразу Слава роду русскому",5,post: animate,hate_speech: nationality,"суть чурок ,",direct,чурок,1,S
949,"Млять , какие же они омерзительные и интеллектуально-убогие ...","Млять , какие же они омерзительные и интеллектуально-убогие ...",6,post: animate,hate_speech: nationality,"Млять , какие же они омерзительные и интеллектуально-убогие ...",direct,млять,3,V
949,"Млять , какие же они омерзительные и интеллектуально-убогие ...","Млять , какие же они омерзительные и интеллектуально-убогие ...",6,post: animate,hate_speech: nationality,"Млять , какие же они омерзительные и интеллектуально-убогие ...",direct,омерзительные,3,A
949,"Млять , какие же они омерзительные и интеллектуально-убогие ...","Млять , какие же они омерзительные и интеллектуально-убогие ...",6,post: animate,hate_speech: nationality,"Млять , какие же они омерзительные и интеллектуально-убогие ...",direct,интеллектуально-убогие,3,ADV
950,Хуету несут адскую. То что у них нет врачей не повод завозить всякую шваль тысячами.,Хуету несут адскую. То что у них нет врачей не повод завозить всякую шваль тысячами.,7,post: animate,hate_speech: nationality,Хуету несут адскую.,direct,хуету,1,S
950,Хуету несут адскую. То что у них нет врачей не повод завозить всякую шваль тысячами.,Хуету несут адскую. То что у них нет врачей не повод завозить всякую шваль тысячами.,7,post: animate,hate_speech: nationality,всякую шваль тысячами.,direct,шваль,1,S
951,Вроде победу здесь не любят. Я ожидал не таких однозначных комментариев. Видимо хачей ещё больше не любят).,Вроде победу здесь не любят. Я ожидал не таких однозначных комментариев. Видимо хачей ещё больше не любят).,3,post: animate,hate_speech: nationality,хачей ещё больше не любят).,direct,хачей,1,S
953,Молодец деваха. Хамло должно знать своё место,Молодец деваха. Хамло должно знать своё место,3,post: animate,hate_speech: nationality,Хамло должно знать своё место,direct,хамло,1,S
954,"Сургут - чебурай , вот и борзеют. А девушка молодец,не испугалась и выписала чернобурке )","Сургут - чебурай , вот и борзеют. А девушка молодец,не испугалась и выписала чернобурке )",4,post: animate,hate_speech: nationality,"Сургут - чебурай ,",indirect,чебурай,1,S
954,"Сургут - чебурай , вот и борзеют. А девушка молодец,не испугалась и выписала чернобурке )","Сургут - чебурай , вот и борзеют. А девушка молодец,не испугалась и выписала чернобурке )",4,post: animate,hate_speech: nationality,выписала чернобурке ),indirect,чернобурке,1,S
955,"Таких овцеёбов надо пожизненно в чёрный список , ещё бы у нас правосудие нормально бы нагибало за оскорбление, штрафик так на полляма.","Таких овцеёбов надо пожизненно в чёрный список , ещё бы у нас правосудие нормально бы нагибало за оскорбление, штрафик так на полляма.",7,post: animate,hate_speech: nationality,Таких овцеёбов надо пожизненно в чёрный список,indirect,овцеёбов,1,S
955,"Таких овцеёбов надо пожизненно в чёрный список , ещё бы у нас правосудие нормально бы нагибало за оскорбление, штрафик так на полляма.","Таких овцеёбов надо пожизненно в чёрный список , ещё бы у нас правосудие нормально бы нагибало за оскорбление, штрафик так на полляма.",7,post: animate,hate_speech: nationality,Таких овцеёбов,direct,овцеёбов,1,S
957,Победа - днище ебанное . Девушка сделала все правильно. У меня всё),Победа - днище ебанное . Девушка сделала все правильно. У меня всё),7,post: inanimate,general_insult,Победа - днище ебанное .,direct,днище,2,S
957,Победа - днище ебанное . Девушка сделала все правильно. У меня всё),Победа - днище ебанное . Девушка сделала все правильно. У меня всё),7,post: inanimate,general_insult,Победа - днище ебанное .,direct,ебанное,2,V
958,Победа конечно пидорас ... Но с любителем овечьих жоп постули правильно.,Победа конечно пидорас ...,7,post: inanimate,general_insult,Победа конечно пидорас ...,direct,пидорас,1,S
960,Тем временем пидоры в Госдумах не могут решить проблему и встают на защиту одичавших псов,Тем временем пидоры в Госдумах не могут решить проблему и встают на защиту одичавших псов,7,post: animate,general_insult,Тем временем пидоры в Госдумах,direct,пидоры,1,S
961,"Интересно что скажет ебаная безумная зоошиза на это видео, которая не дает принимать законы защищающие людей","Интересно что скажет ебаная безумная зоошиза на это видео, которая не дает принимать законы защищающие людей",9,post: animate,general_insult,ебаная безумная зоошиза,direct,ебаная,2,A
961,"Интересно что скажет ебаная безумная зоошиза на это видео, которая не дает принимать законы защищающие людей","Интересно что скажет ебаная безумная зоошиза на это видео, которая не дает принимать законы защищающие людей",9,post: animate,general_insult,ебаная безумная зоошиза,direct,зоошиза,2,S
962,"Блоховозы снова нападают, а псиношизы все больше их защищают!","Блоховозы снова нападают,",2,post: inanimate,general_insult,"Блоховозы снова нападают,",direct,блоховозы,1,S
963,"Блоховозы снова нападают, а псиношизы все больше их защищают!",а псиношизы все больше их защищают!,3,post: animate,general_insult,а псиношизы все больше их защищают!,direct,псиношизы,1,S
964,"Не забывайте, что нерусский по факту нагло отбирает рабочее место и понижает планку ЗП по умолчанию. Нерусь должна жить и работать в своей нерусияндии и точка.","Не забывайте, что нерусский по факту нагло отбирает рабочее место и понижает планку ЗП по умолчанию. Нерусь должна жить и работать в своей нерусияндии и точка.",1,post: animate,hate_speech: nationality,Нерусь должна жить и работать в своей нерусияндии и точка.,indirect,нерусь,2,S
964,"Не забывайте, что нерусский по факту нагло отбирает рабочее место и понижает планку ЗП по умолчанию. Нерусь должна жить и работать в своей нерусияндии и точка.","Не забывайте, что нерусский по факту нагло отбирает рабочее место и понижает планку ЗП по умолчанию. Нерусь должна жить и работать в своей нерусияндии и точка.",1,post: animate,hate_speech: nationality,Нерусь должна жить и работать в своей нерусияндии и точка.,indirect,нерусияндии,2,S
965,"Чурки на то и чурки , чтобы ими печь топить. Ни на что другое чурки не годны!","Чурки на то и чурки , чтобы ими печь топить. Ни на что другое чурки не годны!",1,post: animate,hate_speech: nationality,"Чурки на то и чурки , чтобы ими печь топить.",indirect,чурки,2,S
965,"Чурки на то и чурки , чтобы ими печь топить. Ни на что другое чурки не годны!","Чурки на то и чурки , чтобы ими печь топить. Ни на что другое чурки не годны!",1,post: animate,hate_speech: nationality,"Чурки на то и чурки , чтобы ими печь топить.",indirect,чурки,2,S
965,"Чурки на то и чурки , чтобы ими печь топить. Ни на что другое чурки не годны!","Чурки на то и чурки , чтобы ими печь топить. Ни на что другое чурки не годны!",1,post: animate,hate_speech: nationality,Ни на что другое чурки не годны!,indirect,чурки,1,S
966,Ублюдки ебаные !!!! Власть дождетьмя. Начнут их намвилы сажать...,Ублюдки ебаные !!!! Власть дождетьмя.,9,post: animate,hate_speech: nationality,Ублюдки ебаные !!!!,direct,ублюдки,2,S
966,Ублюдки ебаные !!!! Власть дождетьмя. Начнут их намвилы сажать...,Ублюдки ебаные !!!! Власть дождетьмя.,9,post: animate,hate_speech: nationality,Ублюдки ебаные !!!!,direct,ебаные,2,A
968,Интересные дети - О! Хачик ! Дайка я с ним наркоту попробую! Ой классно дай еще!,Интересные дети - О! Хачик ! Дайка я с ним наркоту попробую! Ой классно дай еще!,3,post: animate,hate_speech: nationality,О! Хачик !,direct,хачик,1,S
969,Блять чуть выше читаю как парень вломил бюдло чуркам и теперь ему светит 8 лет... а тут на четырёх машинах и труп.. и сразу рафик нивчем невиноват... это пиздец,Блять чуть выше читаю как парень вломил бюдло чуркам и теперь ему светит 8 лет... а тут на четырёх машинах и труп.. и сразу рафик нивчем невиноват...,8,post: animate,hate_speech: nationality,Блять,direct,блять,1,V
969,Блять чуть выше читаю как парень вломил бюдло чуркам и теперь ему светит 8 лет... а тут на четырёх машинах и труп.. и сразу рафик нивчем невиноват... это пиздец,Блять чуть выше читаю как парень вломил бюдло чуркам и теперь ему светит 8 лет... а тут на четырёх машинах и труп.. и сразу рафик нивчем невиноват...,8,post: animate,hate_speech: nationality,вломил бюдло чуркам,direct,бюдло,2,ADV
969,Блять чуть выше читаю как парень вломил бюдло чуркам и теперь ему светит 8 лет... а тут на четырёх машинах и труп.. и сразу рафик нивчем невиноват... это пиздец,Блять чуть выше читаю как парень вломил бюдло чуркам и теперь ему светит 8 лет... а тут на четырёх машинах и труп.. и сразу рафик нивчем невиноват...,8,post: animate,hate_speech: nationality,вломил бюдло чуркам,direct,чуркам,2,S
970,Блять чуть выше читаю как парень вломил бюдло чуркам и теперь ему светит 8 лет... а тут на четырёх машинах и труп.. и сразу рафик нивчем невиноват... это пиздец,это пиздец,7,post: animate,profanity,это пиздец,direct,пиздец,1,S
971,"Регулярно чурбанье гоняю включая с привлечением полиции, не покупаю товаров у черножопых . Вооружайтесь братья славяне, пора спортом заниматься.","Регулярно чурбанье гоняю включая с привлечением полиции, не покупаю товаров у черножопых .",5,post: animate,hate_speech: nationality,Регулярно чурбанье гоняю,direct,чурбанье,1,S
971,"Регулярно чурбанье гоняю включая с привлечением полиции, не покупаю товаров у черножопых . Вооружайтесь братья славяне, пора спортом заниматься.","Регулярно чурбанье гоняю включая с привлечением полиции, не покупаю товаров у черножопых .",5,post: animate,hate_speech: nationality,не покупаю товаров у черножопых .,direct,черножопых,1,A
973,"Блять . Как бы так получилось, чтоб бездомные собаки поели всех ""иностранных специалистов""? Было б заебись .",Блять .,7,post: animate,profanity,Блять .,direct,блять,1,V
974,"Блять . Как бы так получилось, чтоб бездомные собаки поели всех ""иностранных специалистов""? Было б заебись .","Как бы так получилось, чтоб бездомные собаки поели всех ""иностранных специалистов""? Было б заебись .",7,post: animate,hate_speech: nationality,Было б заебись .,direct,заебись,1,ADV
975,Как же заебали такие вот новости про чурбанов,Как же заебали такие вот новости про чурбанов,7,post: animate,hate_speech: nationality,Как же заебали такие вот новости про чурбанов,direct,заебали,2,V
975,Как же заебали такие вот новости про чурбанов,Как же заебали такие вот новости про чурбанов,7,post: animate,hate_speech: nationality,Как же заебали такие вот новости про чурбанов,direct,чурбанов,2,S
976,"О типичное поведение чурок , поджав хвост бежать к себе на родину к мамке под юбку, поближе к хую ...","О типичное поведение чурок , поджав хвост бежать к себе на родину к мамке под юбку, поближе к хую ...",8,post: animate,hate_speech: nationality,О типичное поведение чурок,direct,чурок,1,S
976,"О типичное поведение чурок , поджав хвост бежать к себе на родину к мамке под юбку, поближе к хую ...","О типичное поведение чурок , поджав хвост бежать к себе на родину к мамке под юбку, поближе к хую ...",8,post: animate,hate_speech: nationality,"поджав хвост бежать к себе на родину к мамке под юбку, поближе к хую ...",indirect,мамке,2,S
976,"О типичное поведение чурок , поджав хвост бежать к себе на родину к мамке под юбку, поближе к хую ...","О типичное поведение чурок , поджав хвост бежать к себе на родину к мамке под юбку, поближе к хую ...",8,post: animate,hate_speech: nationality,"поджав хвост бежать к себе на родину к мамке под юбку, поближе к хую ...",indirect,хую,2,S
977,"Я теперь хожу с балконом и пистолетом, сразу предупреждаю что буду шмалять по любому чурке . Бородатые сперва пытались выебываться , но быстро сливаются теперь. Ненавижу чуркобесов блядских","Я теперь хожу с балконом и пистолетом, сразу предупреждаю что буду шмалять по любому чурке .",8,post: animate,threat,буду шмалять по любому чурке .,direct,чурке,1,S
978,"Я теперь хожу с балконом и пистолетом, сразу предупреждаю что буду шмалять по любому чурке . Бородатые сперва пытались выебываться , но быстро сливаются теперь. Ненавижу чуркобесов блядских","Бородатые сперва пытались выебываться , но быстро сливаются теперь. Ненавижу чуркобесов блядских",8,post: animate,hate_speech: nationality,"Бородатые сперва пытались выебываться , но быстро сливаются теперь.",indirect,выебываться,1,V
978,"Я теперь хожу с балконом и пистолетом, сразу предупреждаю что буду шмалять по любому чурке . Бородатые сперва пытались выебываться , но быстро сливаются теперь. Ненавижу чуркобесов блядских","Бородатые сперва пытались выебываться , но быстро сливаются теперь. Ненавижу чуркобесов блядских",8,post: animate,hate_speech: nationality,Ненавижу чуркобесов блядских,direct,чуркобесов,2,S
978,"Я теперь хожу с балконом и пистолетом, сразу предупреждаю что буду шмалять по любому чурке . Бородатые сперва пытались выебываться , но быстро сливаются теперь. Ненавижу чуркобесов блядских","Бородатые сперва пытались выебываться , но быстро сливаются теперь. Ненавижу чуркобесов блядских",8,post: animate,hate_speech: nationality,Ненавижу чуркобесов блядских,direct,блядских,2,A
979,Ёбаные мусора́ . Классика,Ёбаные мусора́ . Классика,8,post: animate,general_insult,Ёбаные мусора́ .,direct,ёбаные,2,A
979,Ёбаные мусора́ . Классика,Ёбаные мусора́ . Классика,8,post: animate,general_insult,Ёбаные мусора́ .,direct,мусора́,2,S
980,А у нас теперь можно догонять долбоебов и забивать их трубой насмерть? Вы чему радуетесь то? В истории два идиота : один мертвый дебошир и дед убийца на свободе.,А у нас теперь можно догонять долбоебов и забивать их трубой насмерть? Вы чему радуетесь то? В истории два идиота : один мертвый дебошир и дед убийца на свободе.,7,post: animate,general_insult,А у нас теперь можно догонять долбоебов и забивать их трубой насмерть?,indirect,долбоебов,1,S
980,А у нас теперь можно догонять долбоебов и забивать их трубой насмерть? Вы чему радуетесь то? В истории два идиота : один мертвый дебошир и дед убийца на свободе.,А у нас теперь можно догонять долбоебов и забивать их трубой насмерть? Вы чему радуетесь то? В истории два идиота : один мертвый дебошир и дед убийца на свободе.,7,post: animate,general_insult,В истории два идиота : один мертвый дебошир и дед убийца на свободе.,direct,идиота,1,S
981,Мусорской суд. Не смей защищать себя и других иначе сядешь.,Мусорской суд. Не смей защищать себя и других иначе сядешь.,2,post: animate,general_insult,Мусорской суд.,indirect,мусорской,1,A
982,"Во страна блять , работает на пенсии да еще за копейки, рискует жизнью своей, так еще и посадили. А надо это пенсионеру в 70 лет? А для некоторых все в порядке в стране","Во страна блять , работает на пенсии да еще за копейки, рискует жизнью своей, так еще и посадили. А надо это пенсионеру в 70 лет? А для некоторых все в порядке в стране",7,post: animate,hate_speech: nationality,"Во страна блять ,",direct,блять,1,V
984,Странное место эта ваша Приблятика ....,Странное место эта ваша Приблятика ....,7,post: animate,hate_speech: nationality,Странное место эта ваша Приблятика ....,direct,приблятика,1,S
985,"А на хуй он нужен? Уже давно пора кварталами строить, где все предусмотрено. Натыкают этих ебучих домов, потом не пройти не проехать. Человейники ебаные .","А на хуй он нужен? Уже давно пора кварталами строить, где все предусмотрено. Натыкают этих ебучих домов, потом не пройти не проехать. Человейники ебаные .",9,post: inanimate,general_insult,А на хуй он нужен?,direct,хуй,1,S
985,"А на хуй он нужен? Уже давно пора кварталами строить, где все предусмотрено. Натыкают этих ебучих домов, потом не пройти не проехать. Человейники ебаные .","А на хуй он нужен? Уже давно пора кварталами строить, где все предусмотрено. Натыкают этих ебучих домов, потом не пройти не проехать. Человейники ебаные .",9,post: inanimate,general_insult,"Натыкают этих ебучих домов,",direct,ебучих,1,A
985,"А на хуй он нужен? Уже давно пора кварталами строить, где все предусмотрено. Натыкают этих ебучих домов, потом не пройти не проехать. Человейники ебаные .","А на хуй он нужен? Уже давно пора кварталами строить, где все предусмотрено. Натыкают этих ебучих домов, потом не пройти не проехать. Человейники ебаные .",9,post: inanimate,general_insult,Человейники ебаные .,direct,человейники,2,S
985,"А на хуй он нужен? Уже давно пора кварталами строить, где все предусмотрено. Натыкают этих ебучих домов, потом не пройти не проехать. Человейники ебаные .","А на хуй он нужен? Уже давно пора кварталами строить, где все предусмотрено. Натыкают этих ебучих домов, потом не пройти не проехать. Человейники ебаные .",9,post: inanimate,general_insult,Человейники ебаные .,direct,ебаные,2,A
986,Ебанулись 15 минут до остановки пиздярить ?,Ебанулись 15 минут до остановки пиздярить ?,8,post: inanimate,general_insult,Ебанулись 15 минут до остановки пиздярить ?,direct,ебанулись,2,V
986,Ебанулись 15 минут до остановки пиздярить ?,Ебанулись 15 минут до остановки пиздярить ?,8,post: inanimate,general_insult,Ебанулись 15 минут до остановки пиздярить ?,direct,пиздярить,2,V
989,уволен по статье: долбоёб,уволен по статье: долбоёб,7,post: animate,general_insult,уволен по статье: долбоёб,direct,долбоёб,1,S
991,"Потому что у долбоëбов ума не хватает ПРИТОРМОЗИТЬ. Ебашат на все деньги, а то 7 рублей лишних спишут! Я тоже летом езжу на самокате на электричку,но я всегда притормаживаю даже перед 1 человеком!","Потому что у долбоëбов ума не хватает ПРИТОРМОЗИТЬ. Ебашат на все деньги, а то 7 рублей лишних спишут!",9,post: animate,general_insult,Потому что у долбоëбов ума не хватает ПРИТОРМОЗИТЬ.,direct,долбоëбов,1,S
991,"Потому что у долбоëбов ума не хватает ПРИТОРМОЗИТЬ. Ебашат на все деньги, а то 7 рублей лишних спишут! Я тоже летом езжу на самокате на электричку,но я всегда притормаживаю даже перед 1 человеком!","Потому что у долбоëбов ума не хватает ПРИТОРМОЗИТЬ. Ебашат на все деньги, а то 7 рублей лишних спишут!",9,post: animate,general_insult,"Ебашат на все деньги, а то 7 рублей лишних спишут!",direct,ебашат,1,V
992,"""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик"" Джимм Джеффрис. неизданное.","""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик"" Джимм Джеффрис. неизданное.",6,post: animate,general_insult,"""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик""",indirect,тупая,4,A
992,"""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик"" Джимм Джеффрис. неизданное.","""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик"" Джимм Джеффрис. неизданное.",6,post: animate,general_insult,"""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик""",indirect,манда,4,S
992,"""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик"" Джимм Джеффрис. неизданное.","""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик"" Джимм Джеффрис. неизданное.",6,post: animate,general_insult,"""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик""",indirect,тупая,4,A
992,"""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик"" Джимм Джеффрис. неизданное.","""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик"" Джимм Джеффрис. неизданное.",6,post: animate,general_insult,"""Если ты - тупая манда , твой муж - тупая манда , то ребёнок у вас... самокатчик""",indirect,манда,4,S
994,долбоебизм пиздец . для начала можно было бы снять кофры и попросить подстраховать окружающих долбоебов,долбоебизм пиздец . для начала можно было бы снять кофры и попросить подстраховать окружающих долбоебов,8,post: animate,profanity,долбоебизм пиздец .,direct,долбоебизм,2,S
994,долбоебизм пиздец . для начала можно было бы снять кофры и попросить подстраховать окружающих долбоебов,долбоебизм пиздец . для начала можно было бы снять кофры и попросить подстраховать окружающих долбоебов,8,post: animate,profanity,долбоебизм пиздец .,direct,пиздец,2,S
994,долбоебизм пиздец . для начала можно было бы снять кофры и попросить подстраховать окружающих долбоебов,долбоебизм пиздец . для начала можно было бы снять кофры и попросить подстраховать окружающих долбоебов,8,post: animate,profanity,попросить подстраховать окружающих долбоебов,direct,долбоебов,1,S
995,"У нас мастурбек , у них негропитек 🤦‍♀️","У нас мастурбек , у них негропитек 🤦‍♀️",3,post: animate,hate_speech: race,"У нас мастурбек , у них негропитек 🤦‍♀️",indirect,мастурбек,2,S
995,"У нас мастурбек , у них негропитек 🤦‍♀️","У нас мастурбек , у них негропитек 🤦‍♀️",3,post: animate,hate_speech: race,"У нас мастурбек , у них негропитек 🤦‍♀️",indirect,негропитек,2,S
996,"Всё же я никогда не понимал фразы ""врагу не пожелаешь"". Особенно по таким мелким поводам. Уж такой хуйни я своим врагам желаю ежедневно и побольше","Всё же я никогда не понимал фразы ""врагу не пожелаешь"". Особенно по таким мелким поводам. Уж такой хуйни я своим врагам желаю ежедневно и побольше",7,post: inanimate,general_insult,Уж такой хуйни я своим врагам желаю ежедневно и побольше,indirect,хуйни,1,V
998,Потому что негры в штатах обучены только продавать крэк или читать рэп о том как продают крэк,Потому что негры в штатах обучены только продавать крэк или читать рэп о том как продают крэк,3,post: animate,hate_speech: race,Потому что негры в штатах обучены только продавать крэк или читать рэп о том как продают крэк,indirect,негры,1,S
1000,тупое животное нагрело себя на пару зарплат,тупое животное нагрело себя на пару зарплат,4,post: animate,hate_speech: race,тупое животное нагрело себя на пару зарплат,indirect,тупое,1,A
1001,Ебать в комментах денацификаторы собрались.,Ебать в комментах денацификаторы собрались.,7,person,general_insult,Ебать в комментах денацификаторы собрались.,direct,ебать,1,V
1003,"Пидорас сука , как же заебали эти хуилы уже. У меня у самого свой электросамокат был(продал) так я ездил аккуратно, пешеходов не пугал, по тротуару не носился как черт, а эти пидоры на арендованных ездят по двое трое, самокаты вообще им не жалко( не свое хули ), еще и дебилы малолетние лет по 10 катаются(как бля ?)","Пидорас сука , как же заебали эти хуилы уже. У меня у самого свой электросамокат был(продал) так я ездил аккуратно, пешеходов не пугал, по тротуару не носился как черт, а эти пидоры на арендованных ездят по двое трое, самокаты вообще им не жалко( не свое хули ), еще и дебилы малолетние лет по 10 катаются(как бля ?)",10,post: animate,general_insult,"Пидорас сука , как же заебали эти хуилы уже.",direct,пидорас,4,S
